source_id,target_id,weight,layer
36,69,1.0,1
36,70,1.0,1
36,71,1.0,1
36,72,1.0,1
36,82,1.0,1
36,83,1.0,1
36,87,1.0,1
36,109,1.0,1
36,110,1.0,1
36,111,1.0,1
36,112,1.0,1
36,113,1.0,1
36,118,1.0,1
36,135,1.0,1
36,147,1.0,1
36,151,1.0,1
36,152,1.0,1
37,38,1.0,1
37,39,1.0,1
37,40,1.0,1
37,45,1.0,1
37,46,1.0,1
37,57,1.0,1
37,65,1.0,1
37,68,1.0,1
37,70,1.0,1
37,71,1.0,1
37,72,1.0,1
37,73,1.0,1
37,74,1.0,1
37,75,1.0,1
37,76,1.0,1
37,82,1.0,1
37,85,1.0,1
37,86,1.0,1
37,87,1.0,1
37,88,1.0,1
37,89,1.0,1
37,109,1.0,1
37,139,1.0,1
37,141,1.0,1
38,39,1.0,1
38,40,1.0,1
38,42,1.0,1
38,44,1.0,1
38,45,1.0,1
38,46,1.0,1
38,55,1.0,1
38,56,1.0,1
38,57,1.0,1
38,58,1.0,1
38,64,1.0,1
38,65,1.0,1
38,66,1.0,1
38,68,1.0,1
38,70,1.0,1
38,71,1.0,1
38,72,1.0,1
38,73,1.0,1
38,74,1.0,1
38,75,1.0,1
38,76,1.0,1
38,82,1.0,1
38,83,1.0,1
38,87,1.0,1
38,88,1.0,1
38,109,1.0,1
38,139,1.0,1
38,140,1.0,1
38,142,1.0,1
38,150,1.0,1
39,40,1.0,1
39,57,1.0,1
39,73,1.0,1
39,75,1.0,1
39,85,1.0,1
39,86,1.0,1
39,127,1.0,1
39,139,1.0,1
39,140,1.0,1
39,141,1.0,1
39,142,1.0,1
40,42,1.0,1
40,44,1.0,1
40,46,1.0,1
40,55,1.0,1
40,56,1.0,1
40,57,1.0,1
40,68,1.0,1
40,72,1.0,1
40,73,1.0,1
40,74,1.0,1
40,127,1.0,1
40,139,1.0,1
40,140,1.0,1
40,141,1.0,1
40,142,1.0,1
40,150,1.0,1
40,164,1.0,1
41,42,1.0,1
41,43,1.0,1
41,44,1.0,1
41,49,1.0,1
41,51,1.0,1
41,52,1.0,1
41,72,1.0,1
41,115,1.0,1
41,116,1.0,1
41,117,1.0,1
41,118,1.0,1
41,119,1.0,1
42,44,1.0,1
42,49,1.0,1
42,51,1.0,1
42,52,1.0,1
42,55,1.0,1
42,56,1.0,1
42,58,1.0,1
42,72,1.0,1
42,74,1.0,1
42,119,1.0,1
42,142,1.0,1
42,150,1.0,1
43,44,1.0,1
43,46,1.0,1
43,57,1.0,1
43,58,1.0,1
43,63,1.0,1
43,70,1.0,1
43,71,1.0,1
43,72,1.0,1
43,73,1.0,1
43,150,1.0,1
44,45,1.0,1
44,46,1.0,1
44,49,1.0,1
44,51,1.0,1
44,52,1.0,1
44,57,1.0,1
44,58,1.0,1
44,64,1.0,1
44,68,1.0,1
44,70,1.0,1
44,71,1.0,1
44,72,1.0,1
44,74,1.0,1
44,111,1.0,1
44,118,1.0,1
44,119,1.0,1
44,147,1.0,1
44,150,1.0,1
45,46,1.0,1
45,54,1.0,1
45,56,1.0,1
45,58,1.0,1
45,64,1.0,1
45,65,1.0,1
45,66,1.0,1
45,67,1.0,1
45,68,1.0,1
45,69,1.0,1
45,70,1.0,1
45,71,1.0,1
45,72,1.0,1
45,74,1.0,1
45,76,1.0,1
45,77,1.0,1
45,78,1.0,1
45,82,1.0,1
45,83,1.0,1
45,103,1.0,1
45,104,1.0,1
45,105,1.0,1
45,109,1.0,1
45,110,1.0,1
45,111,1.0,1
45,112,1.0,1
45,113,1.0,1
45,147,1.0,1
45,160,1.0,1
46,54,1.0,1
46,56,1.0,1
46,57,1.0,1
46,58,1.0,1
46,60,1.0,1
46,63,1.0,1
46,64,1.0,1
46,65,1.0,1
46,66,1.0,1
46,67,1.0,1
46,68,1.0,1
46,69,1.0,1
46,70,1.0,1
46,71,1.0,1
46,72,1.0,1
46,73,1.0,1
46,74,1.0,1
46,76,1.0,1
46,77,1.0,1
46,78,1.0,1
46,82,1.0,1
46,83,1.0,1
46,109,1.0,1
46,110,1.0,1
46,111,1.0,1
46,112,1.0,1
46,113,1.0,1
46,147,1.0,1
